defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_safety_distance,lateral_spread,target_y
0.59,35.96,11.08,34.54,0.63,32.65,4.58,33.83,4.82,28.23,4.04,23.79,0.65,29.02,0.81,37.4,0.5,24.52,12.89,20.97,1.25,11.35,3.0,1.0,1.0,1.0,3.0,12.89,11.08,10.0,1.0,6.0,8.0,3.8036,4.1989,2.0333,0.81,9.0864,26.05,4.0
7.87,46.88,5.22,25.53,0.67,18.89,0.69,23.13,1.94,10.07,3.44,21.77,16.86,26.62,9.27,36.64,0.84,26.1,0.85,30.42,1.66,28.47,1.0,1.0,2.0,2.0,2.0,16.86,9.27,8.0,3.0,4.0,6.0,4.4827,4.8527,4.905,1.94,12.3773,36.81,0.0
2.79,28.84,0.51,34.47,5.87,24.15,5.36,41.27,0.33,32.39,0.84,28.91,2.17,36.14,1.22,17.83,0.71,25.12,3.51,15.11,5.96,33.24,0.0,0.0,4.0,1.0,2.0,5.96,5.87,8.0,3.0,5.0,6.0,2.6609,2.1042,3.68,2.17,3.2991,26.16,5.0
0.5,21.13,0.44,17.85,0.19,29.74,7.82,36.14,0.15,25.0,0.55,22.53,1.07,31.96,4.54,15.52,0.3,26.35,5.21,12.83,19.55,27.06,1.0,-1.0,1.0,2.0,3.0,19.55,1.07,9.0,2.0,7.0,8.0,3.6655,5.6032,5.8567,4.54,15.8845,23.31,2.0
6.13,45.0,1.3,7.67,0.69,28.79,1.29,15.58,0.84,17.29,3.54,37.34,11.57,30.57,4.43,25.16,0.86,20.47,0.79,26.36,1.27,23.77,3.0,-3.0,4.0,1.0,2.0,11.57,3.54,8.0,3.0,7.0,7.0,2.9736,3.217,2.9067,1.29,8.5964,37.33,5.0
0.76,29.24,0.91,18.31,3.41,31.5,0.67,25.44,1.82,11.41,5.78,17.74,1.03,21.83,5.36,29.25,3.35,24.9,4.59,22.55,3.9,33.86,1.0,-1.0,3.0,1.0,2.0,5.78,5.36,9.0,2.0,4.0,7.0,2.8709,1.8298,3.0433,1.82,2.9091,22.45,5.0
15.8,18.49,7.61,38.41,7.94,43.73,0.9,30.85,6.17,27.03,0.72,24.65,0.91,17.25,0.76,27.71,8.71,12.83,2.98,21.0,13.47,32.12,1.0,1.0,3.0,3.0,3.0,15.8,13.47,8.0,3.0,4.0,5.0,5.9973,5.0627,8.0867,7.61,9.8027,30.9,0.0
0.62,14.34,5.87,19.59,0.32,29.63,0.39,25.66,2.36,34.37,4.54,27.53,2.48,45.22,5.43,23.21,0.37,22.5,0.39,18.34,15.83,31.38,2.0,2.0,3.0,1.0,3.0,15.83,5.87,9.0,2.0,5.0,6.0,3.5091,4.3936,1.82,0.62,12.3209,30.88,2.0
1.25,25.31,0.51,29.74,9.21,44.11,5.89,16.01,12.96,31.36,5.18,27.18,4.49,22.33,1.06,20.67,10.43,19.48,0.52,18.34,7.68,36.82,1.0,1.0,1.0,1.0,3.0,12.96,10.43,9.0,2.0,4.0,5.0,5.38,4.1238,7.55,5.89,7.58,28.1,2.0
0.29,25.38,3.23,21.57,4.33,27.76,9.57,35.29,0.32,27.88,15.64,21.75,0.71,34.16,0.54,31.05,4.51,31.61,4.67,17.08,0.82,36.05,1.0,-1.0,3.0,1.0,3.0,15.64,9.57,10.0,1.0,5.0,8.0,4.0573,4.5538,2.9067,0.82,11.5827,18.97,1.0
0.66,32.47,2.2,36.65,3.52,26.9,6.95,19.62,6.19,41.12,0.47,24.55,0.71,28.55,3.67,10.68,13.13,27.55,0.61,35.57,3.83,31.34,0.0,-1.0,2.0,1.0,3.0,13.13,2.2,8.0,3.0,4.0,7.0,3.8127,3.6433,5.6033,3.67,9.3173,30.44,2.0
0.68,27.63,0.6,33.19,3.13,28.45,1.21,9.1,1.36,42.94,6.29,30.58,1.02,22.63,1.3,34.5,1.07,30.12,1.31,24.82,2.07,17.34,1.0,-3.0,4.0,3.0,1.0,6.29,1.02,8.0,3.0,8.0,7.0,1.8218,1.5628,1.5467,1.21,4.4682,33.84,0.0
0.8,29.44,3.33,16.5,14.58,17.48,5.69,45.43,1.79,34.42,0.77,22.03,14.85,36.64,0.93,13.54,0.66,41.09,0.38,16.71,0.46,19.38,3.0,-1.0,4.0,4.0,3.0,14.85,14.58,6.0,5.0,6.0,5.0,4.0218,5.2634,0.795,0.66,10.8282,31.89,4.0
0.59,17.69,3.93,32.64,4.78,29.42,11.2,20.81,4.1,23.67,0.48,33.57,0.53,27.02,1.34,14.23,0.27,31.04,0.77,23.62,0.56,20.39,1.0,-3.0,3.0,3.0,1.0,11.2,4.78,11.0,0.0,7.0,10.0,2.5955,3.1634,2.635,1.34,8.6045,19.34,0.0
3.42,36.45,0.6,35.71,0.79,30.78,8.76,36.58,8.06,11.53,3.24,26.7,8.26,45.57,11.96,26.62,4.81,19.71,0.03,24.17,0.29,33.53,3.0,-1.0,2.0,3.0,2.0,11.96,8.76,8.0,3.0,4.0,6.0,4.5655,3.9323,8.16,8.06,7.3945,34.04,4.0
0.78,32.03,4.72,30.91,0.46,28.56,0.63,38.62,2.85,21.9,3.43,36.14,18.94,34.23,9.54,18.31,3.72,27.45,0.75,23.99,0.84,35.44,1.0,0.0,1.0,2.0,3.0,18.94,3.43,10.0,1.0,5.0,9.0,4.2418,5.3112,4.34,0.63,14.6982,20.31,1.0
0.42,17.63,15.64,21.37,1.67,21.94,4.96,29.81,4.94,36.73,6.02,22.15,1.7,23.62,1.33,15.92,0.21,29.07,16.1,36.21,1.22,44.78,1.0,1.0,2.0,1.0,3.0,16.1,15.64,8.0,3.0,4.0,6.0,4.9282,5.4861,3.3775,1.22,11.1718,28.86,4.0
7.66,46.41,16.96,30.17,3.99,20.7,4.84,23.59,0.18,35.59,0.44,23.73,0.51,31.29,0.73,27.12,5.36,38.83,6.25,9.12,10.66,15.15,3.0,-2.0,4.0,2.0,1.0,16.96,10.66,7.0,4.0,4.0,5.0,5.2345,4.924,6.4233,5.36,11.7255,37.29,2.0
15.91,25.02,0.96,22.62,8.01,41.14,0.88,27.14,0.7,30.39,4.86,28.9,0.96,36.51,6.25,37.07,4.22,23.08,0.98,32.75,6.81,17.05,0.0,1.0,3.0,1.0,3.0,15.91,6.25,9.0,2.0,5.0,7.0,4.5945,4.4314,6.3467,4.22,11.3155,24.09,2.0
0.44,32.88,0.28,27.82,0.23,23.16,1.1,17.36,0.32,30.1,0.02,36.65,16.01,23.4,9.25,32.79,3.45,31.58,3.83,40.47,4.22,27.24,2.0,2.0,2.0,1.0,3.0,16.01,9.25,9.0,2.0,6.0,7.0,3.5591,4.7536,2.465,1.1,12.4509,23.11,3.0
3.01,18.94,9.48,12.81,5.59,25.6,4.39,31.5,0.93,33.62,0.38,25.02,0.98,37.18,8.14,41.09,1.05,29.81,13.78,21.6,14.83,33.39,2.0,-1.0,3.0,1.0,3.0,14.83,13.78,8.0,3.0,4.0,5.0,5.6873,4.98,8.81,8.14,9.1427,28.28,4.0
3.43,18.65,0.08,26.95,19.65,24.08,7.65,33.42,0.16,24.68,0.03,34.92,0.23,32.07,1.22,42.74,1.56,30.63,0.75,22.53,0.45,11.68,1.0,-4.0,4.0,2.0,2.0,19.65,-1.0,8.0,3.0,7.0,6.0,3.2009,5.6285,3.1875,0.45,16.4491,31.06,5.0
1.7,44.07,0.44,28.25,2.82,33.55,0.03,35.07,2.13,17.77,8.1,10.41,3.12,27.54,8.67,23.26,19.83,30.82,0.54,31.53,0.66,23.94,1.0,-1.0,4.0,2.0,3.0,19.83,8.67,8.0,3.0,4.0,6.0,4.3673,5.6427,3.9767,1.7,15.4627,33.66,0.0
14.69,28.97,6.12,18.56,0.94,29.64,0.67,20.91,0.99,26.29,3.99,22.82,0.99,23.19,0.48,16.47,7.23,42.07,1.08,34.86,4.87,13.0,0.0,0.0,2.0,2.0,2.0,14.69,6.12,8.0,3.0,6.0,6.0,3.8227,4.1462,4.3933,1.08,10.8673,29.07,0.0
10.79,37.59,12.11,21.44,1.11,30.71,1.58,20.59,4.99,28.7,2.91,38.18,0.71,27.39,0.43,34.28,4.69,40.52,0.63,24.18,1.38,17.43,0.0,1.0,1.0,2.0,3.0,12.11,10.79,9.0,2.0,5.0,7.0,3.7573,3.9297,2.9933,1.38,8.3527,23.09,2.0
4.72,18.2,0.56,17.93,0.52,22.65,7.89,7.14,0.73,26.5,7.21,44.01,6.49,37.9,16.48,14.48,7.92,32.61,3.14,29.67,0.94,29.73,3.0,1.0,4.0,2.0,1.0,16.48,7.92,8.0,3.0,4.0,6.0,5.1455,4.6081,7.1967,6.49,11.3345,36.87,3.0
3.67,17.99,0.83,21.07,0.7,26.41,6.17,36.46,0.55,23.33,2.88,24.15,1.55,44.35,8.59,26.74,0.68,29.28,0.72,17.44,5.56,16.19,0.0,-1.0,4.0,1.0,3.0,8.59,6.17,9.0,2.0,5.0,7.0,2.9,2.6438,3.555,1.55,5.69,28.16,0.0
11.62,20.93,5.96,18.66,12.29,36.03,0.71,28.91,0.53,23.66,3.69,26.69,0.55,32.88,4.69,31.76,1.7,11.06,0.95,36.51,7.82,44.13,0.0,0.0,1.0,1.0,3.0,12.29,11.62,8.0,3.0,4.0,6.0,4.5918,4.1703,5.16,1.7,7.6982,33.07,2.0
1.98,24.28,1.02,27.35,30.39,43.99,27.06,4.99,5.99,46.22,16.43,3.99,6.05,1.45,1.01,17.13,30.69,20.32,27.66,30.88,16.8,43.32,0.0,1.0,2.0,1.0,3.0,30.69,27.66,5.0,6.0,2.0,3.0,15.0073,11.7396,24.75,16.8,15.6827,44.77,5.0
5.59,42.92,10.36,35.77,0.63,32.66,0.9,23.92,0.92,28.74,3.41,20.69,4.68,28.8,2.88,8.87,4.8,35.79,0.66,35.15,14.18,20.07,0.0,-1.0,4.0,2.0,2.0,14.18,10.36,9.0,2.0,4.0,7.0,4.4555,4.1412,3.96,2.88,9.7245,34.05,4.0
0.27,18.1,2.77,28.34,0.55,23.94,0.35,30.21,0.69,38.19,0.31,21.67,0.96,10.59,2.03,34.27,6.21,20.25,0.12,26.65,15.89,25.89,1.0,0.0,1.0,3.0,2.0,15.89,6.21,8.0,3.0,7.0,6.0,2.7409,4.4946,1.2267,0.69,13.1491,27.6,5.0
0.61,35.24,4.15,24.53,5.03,28.96,0.82,32.08,0.31,25.88,0.44,21.91,1.89,16.86,1.01,28.9,5.09,31.82,13.54,28.23,1.92,39.42,1.0,1.0,4.0,1.0,3.0,13.54,5.09,10.0,1.0,5.0,7.0,3.1645,3.7077,1.905,1.89,10.3755,22.56,1.0
4.99,24.3,11.27,18.75,2.22,34.7,1.06,24.64,7.19,15.79,14.2,29.97,3.44,30.46,1.11,21.78,0.97,18.91,0.92,28.09,4.49,20.39,0.0,1.0,4.0,1.0,3.0,14.2,11.27,10.0,1.0,4.0,7.0,4.7145,4.2833,4.705,2.22,9.4855,18.91,4.0
0.14,23.85,7.78,30.05,2.56,30.57,5.02,45.31,0.05,26.52,0.15,21.27,16.08,24.51,3.6,38.04,0.32,28.23,7.51,14.26,0.33,18.66,1.0,1.0,1.0,1.0,3.0,16.08,7.78,9.0,2.0,5.0,6.0,3.9582,4.7494,6.265,5.02,12.1218,31.05,2.0
15.64,27.43,1.32,16.26,0.63,17.77,6.91,43.06,4.88,14.93,3.38,32.88,0.41,26.96,0.38,23.56,4.35,22.34,1.24,29.71,0.44,20.4,0.0,-3.0,3.0,1.0,3.0,15.64,3.38,10.0,1.0,6.0,9.0,3.5982,4.3514,5.895,4.88,12.0418,28.13,2.0
13.09,29.57,7.13,5.62,7.21,45.72,0.86,27.09,1.01,21.12,0.94,29.94,4.14,29.52,0.97,23.6,0.89,18.07,4.31,33.33,5.78,16.41,3.0,0.0,1.0,2.0,3.0,13.09,5.78,9.0,2.0,5.0,7.0,4.2118,3.7238,6.2167,4.31,8.8782,40.1,2.0
0.3,35.15,0.46,28.26,12.47,30.61,14.14,18.81,1.2,31.34,5.09,32.59,2.56,20.03,5.42,26.01,0.47,24.69,1.47,9.53,0.96,38.35,1.0,0.0,3.0,1.0,3.0,14.14,12.47,9.0,2.0,6.0,6.0,4.0491,4.6902,1.6633,0.96,10.0909,28.82,1.0
1.32,32.63,1.79,27.02,1.45,33.99,1.53,23.53,8.17,44.44,1.89,28.42,10.01,12.09,10.63,37.15,2.24,21.78,1.15,35.92,1.42,29.99,0.0,-1.0,1.0,3.0,3.0,10.63,2.24,9.0,2.0,4.0,8.0,3.7818,3.6174,9.09,8.17,6.8482,32.35,2.0
0.5,18.94,16.73,35.39,16.06,18.46,0.61,29.72,0.96,21.04,0.65,27.04,5.06,27.14,7.93,10.75,4.1,17.53,6.17,34.23,5.52,44.04,3.0,-2.0,4.0,2.0,3.0,16.73,16.06,7.0,4.0,4.0,5.0,5.8445,5.5422,6.54,5.52,10.8855,33.29,2.0
6.77,14.88,6.71,41.32,0.76,30.6,1.26,23.65,4.63,31.99,3.58,18.65,0.71,34.59,10.49,36.24,17.21,23.35,4.9,27.83,0.8,26.45,0.0,-3.0,3.0,4.0,1.0,17.21,10.49,8.0,3.0,4.0,6.0,5.2564,4.8122,5.6867,3.58,11.9536,26.44,2.0
4.89,26.17,0.62,26.41,11.56,18.71,4.2,23.12,0.26,20.09,4.42,8.62,0.62,28.6,11.58,35.24,3.77,32.5,0.88,43.26,0.43,23.39,1.0,0.0,1.0,1.0,3.0,11.58,11.56,8.0,3.0,5.0,7.0,3.93,3.9879,3.0233,0.88,7.65,34.64,1.0
0.32,33.21,0.24,23.92,9.46,41.79,0.71,37.45,1.49,20.96,0.55,26.75,18.19,25.54,0.9,30.99,0.67,28.89,7.44,12.46,0.32,36.33,0.0,-2.0,4.0,2.0,3.0,18.19,0.71,9.0,2.0,8.0,8.0,3.6627,5.4996,6.13,1.49,14.5273,29.33,5.0
0.7,23.93,1.1,27.88,6.01,15.91,0.91,29.72,1.24,36.8,7.42,37.34,8.24,20.06,1.18,32.31,16.46,31.47,7.74,12.68,0.53,34.64,1.0,-1.0,2.0,3.0,2.0,16.46,8.24,9.0,2.0,6.0,6.0,4.6845,4.8077,7.0567,6.01,11.7755,24.66,2.0
8.98,29.3,0.3,22.18,5.29,16.13,0.41,17.74,2.66,8.41,3.77,40.25,2.14,27.33,2.45,19.99,0.4,29.43,5.8,33.79,0.31,25.34,0.0,1.0,2.0,3.0,1.0,8.98,5.29,9.0,2.0,4.0,6.0,2.9555,2.6725,4.0767,2.66,6.0245,31.84,5.0
0.08,26.92,0.07,32.59,0.02,34.01,0.12,30.96,1.46,10.85,0.21,34.81,0.38,37.0,2.52,19.85,0.41,28.7,1.41,43.29,0.19,23.59,0.0,1.0,4.0,4.0,0.0,0.38,0.21,9.0,2.0,10.0,9.0,0.6245,0.7745,1.7967,1.41,0.5336,32.44,5.0
0.54,32.15,5.08,35.0,0.15,28.72,4.07,44.86,5.6,29.74,7.77,24.31,8.05,38.09,3.37,18.36,4.08,28.36,0.22,23.66,0.28,35.76,1.0,0.0,1.0,3.0,1.0,8.05,7.77,9.0,2.0,4.0,5.0,3.5645,2.8218,4.3467,3.37,4.4855,26.5,5.0
0.59,23.81,0.58,27.6,6.8,35.17,1.6,31.84,5.49,25.83,6.38,19.03,1.13,29.41,1.09,21.23,0.55,17.22,9.2,13.71,13.96,20.37,0.0,1.0,2.0,2.0,3.0,13.96,9.2,9.0,2.0,5.0,6.0,4.3064,4.2493,4.2,1.6,9.6536,21.46,2.0
4.37,11.02,3.66,33.27,11.1,20.82,12.51,32.81,2.32,37.44,0.73,33.27,0.79,21.7,1.04,29.96,0.74,25.84,4.14,25.59,8.15,40.62,1.0,1.0,2.0,2.0,3.0,12.51,11.1,8.0,3.0,4.0,6.0,4.5045,4.0534,6.26,4.37,8.0055,29.6,4.0
0.91,26.07,3.82,22.18,0.8,21.48,0.87,23.54,3.05,12.92,0.9,19.17,1.25,27.73,0.64,29.91,1.11,17.57,1.58,38.22,13.23,29.67,0.0,-1.0,3.0,2.0,1.0,13.23,3.05,9.0,2.0,7.0,8.0,2.56,3.5107,1.58,1.58,10.67,25.3,0.0
5.31,24.06,11.49,38.73,4.51,35.54,0.42,35.3,0.59,27.39,7.39,8.44,0.36,24.81,12.3,21.42,6.04,17.5,0.97,44.75,0.59,30.75,3.0,0.0,3.0,2.0,2.0,12.3,11.49,8.0,3.0,5.0,5.0,4.5427,4.2414,4.18,0.97,7.7573,36.31,4.0
2.98,37.57,11.55,36.74,0.59,29.63,0.52,27.29,0.61,31.97,7.05,18.38,4.35,10.05,0.85,23.21,12.44,21.82,6.38,44.36,4.28,23.9,3.0,0.0,1.0,2.0,2.0,12.44,11.55,8.0,3.0,4.0,6.0,4.6909,4.0937,5.9267,4.35,7.7491,34.31,4.0
12.84,28.12,0.38,21.8,0.12,18.72,3.96,21.05,3.73,24.52,6.74,36.25,0.15,25.01,3.87,27.38,0.15,28.73,3.95,33.91,1.19,17.31,1.0,1.0,4.0,1.0,3.0,12.84,3.96,9.0,2.0,5.0,8.0,3.3709,3.6568,3.96,1.19,9.4691,18.94,2.0
1.52,24.87,1.1,19.97,6.52,42.67,3.21,16.32,4.36,22.96,0.99,18.25,0.96,22.1,1.32,34.46,17.93,30.03,0.72,29.46,3.85,26.03,0.0,0.0,1.0,1.0,3.0,17.93,3.21,9.0,2.0,5.0,8.0,3.8618,4.7841,3.92,1.32,14.0682,26.35,0.0
7.62,7.85,0.4,27.53,5.31,29.19,0.3,35.1,3.93,18.05,6.64,41.98,2.96,34.65,11.68,36.17,12.79,20.25,0.23,30.78,1.05,24.64,3.0,1.0,4.0,2.0,2.0,12.79,11.68,8.0,3.0,4.0,5.0,4.81,4.2797,6.0633,3.93,7.98,34.13,2.0
5.13,27.03,11.16,35.07,0.72,21.33,3.99,21.15,5.26,14.23,0.15,18.43,0.58,31.51,0.1,26.44,6.48,41.88,10.59,19.51,3.47,35.16,1.0,-1.0,1.0,3.0,2.0,11.16,10.59,8.0,3.0,4.0,5.0,4.33,3.7572,5.07,3.47,6.83,27.65,3.0
3.21,36.31,0.95,34.57,8.51,38.82,15.96,31.83,0.74,27.16,4.25,28.89,0.77,24.71,13.18,23.04,7.04,18.61,1.01,30.72,1.45,20.42,0.0,-2.0,1.0,1.0,3.0,15.96,13.18,10.0,1.0,5.0,7.0,5.1882,5.1156,5.6667,1.45,10.7718,20.21,2.0
0.32,43.9,8.62,36.95,0.01,24.07,10.02,21.43,0.16,32.17,0.15,35.41,0.23,22.45,3.02,31.06,1.1,20.04,3.63,24.52,0.26,27.16,1.0,-4.0,3.0,3.0,2.0,10.02,8.62,10.0,1.0,7.0,8.0,2.5018,3.4329,1.3933,0.23,7.5182,23.86,5.0
0.44,30.64,0.27,24.13,4.36,27.22,3.73,34.39,0.45,27.51,7.1,15.98,0.66,43.6,0.53,34.78,7.53,37.27,4.13,19.63,1.79,9.57,0.0,1.0,3.0,1.0,2.0,7.53,7.1,7.0,4.0,5.0,6.0,2.8173,2.5967,2.06,0.66,4.7127,34.03,5.0
0.71,24.4,1.09,28.81,8.02,21.64,0.86,36.97,14.66,34.69,0.48,30.96,0.45,35.6,0.44,33.0,7.46,15.22,1.1,45.79,0.69,27.15,0.0,-1.0,2.0,1.0,3.0,14.66,0.86,9.0,2.0,8.0,7.0,3.2691,4.4932,5.5267,1.1,11.3909,30.57,4.0
1.78,33.67,1.26,25.97,5.76,30.75,1.65,29.0,3.8,40.57,12.18,36.89,12.28,20.08,4.4,20.56,1.72,36.52,1.65,31.3,1.52,9.85,0.0,-1.0,2.0,1.0,3.0,12.28,12.18,9.0,2.0,1.0,6.0,4.3636,3.9559,2.66,1.52,7.9164,30.72,5.0
0.97,24.52,14.5,28.58,1.0,28.8,3.85,33.75,0.32,35.14,1.09,8.48,1.66,18.21,0.98,37.96,0.94,27.38,5.56,27.3,7.29,20.43,1.0,-1.0,2.0,3.0,3.0,14.5,3.85,9.0,2.0,6.0,6.0,3.4691,4.0963,3.3467,1.09,11.0309,29.48,1.0
3.98,35.15,0.69,27.21,3.92,28.91,14.16,27.73,3.9,14.41,0.72,23.8,0.73,36.5,0.45,32.61,1.72,39.51,1.91,29.82,0.51,19.34,0.0,0.0,3.0,2.0,3.0,14.16,1.91,9.0,2.0,5.0,8.0,2.9718,3.7944,2.0433,0.51,11.1882,25.1,0.0
0.5,34.65,4.65,29.32,2.7,34.02,5.25,40.44,4.53,24.74,14.8,29.38,0.91,25.01,0.77,26.79,4.56,17.5,8.96,22.13,0.41,30.46,0.0,0.0,1.0,1.0,3.0,14.8,8.96,9.0,2.0,4.0,7.0,4.3673,4.1467,4.905,4.56,10.4327,22.94,1.0
0.29,23.91,3.89,22.47,0.1,29.74,7.85,13.03,3.66,31.83,13.24,28.36,2.3,16.42,0.35,18.18,3.95,27.01,0.02,20.88,0.11,26.31,0.0,0.0,1.0,2.0,3.0,13.24,2.3,10.0,1.0,5.0,9.0,3.2509,3.9349,5.755,3.66,9.9891,18.8,0.0
0.72,18.96,15.84,27.51,0.68,28.84,4.86,24.38,4.67,21.28,0.87,26.4,0.67,23.23,4.76,44.37,1.58,10.38,2.08,34.54,9.32,14.0,0.0,1.0,4.0,1.0,3.0,15.84,9.32,8.0,3.0,4.0,6.0,4.1864,4.4932,2.8067,1.58,11.6536,33.99,2.0
5.94,36.42,3.65,35.44,5.22,23.4,7.12,23.61,0.95,28.39,16.69,26.92,0.98,24.93,4.98,27.2,4.8,31.8,0.91,34.18,0.82,31.53,0.0,1.0,3.0,1.0,3.0,16.69,3.65,11.0,0.0,4.0,7.0,4.7327,4.3685,6.0933,5.22,11.9573,13.02,0.0
5.55,43.86,0.82,26.42,1.55,23.7,1.9,33.52,0.9,21.07,8.21,9.48,13.69,22.58,10.12,34.52,0.68,28.65,0.64,18.31,1.01,16.44,4.0,-1.0,2.0,1.0,3.0,13.69,10.12,8.0,3.0,5.0,7.0,4.0973,4.3979,5.22,1.9,9.5927,34.38,2.0
4.35,27.71,1.74,43.9,8.89,18.07,0.34,29.67,1.16,22.78,1.33,9.01,0.68,26.83,13.93,33.26,2.92,36.42,0.75,17.53,3.86,22.36,1.0,2.0,2.0,1.0,3.0,8.89,-1.0,8.0,3.0,5.0,6.0,3.6318,4.0183,4.98,1.33,6.1745,34.89,1.0
